
ASIN,MARKETPLACE,REGION,BRAND_NAME,MAIN_CATEGORY,SUB_CATEGORY
B094QQ3N88,PL,EU,Espring,,
B071LM6NRM,PL,EU,Espring,Beauty & Personal Care,Shave & Hair Removal
B06X6G3FP1,ES,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07NVDQCKB,ES,EU,Espring,Sports & Outdoors,Outdoor Recreation
B07YSCWK2F,TR,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B072LXQPCH,PL,EU,H&S,Beauty & Personal Care,Hair Care
B015FX4ZZ2,UK,UK,Espring,Home & Kitchen,Home Décor
B07G2WLF6N,NON-AMAZON,EU,H&S,Tools & Home Improvement,Hardware
B01MRVUOAB,NL,EU,H&S,Office Products,Office Electronics
B079T5TPGJ,DE,EU,Tritart,,
B08Q43R7MK,BE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01AXTI5EU,UK,UK,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B085W8RMGX,FR,EU,Espring,Beauty & Personal Care,Shave & Hair Removal
B01J3TE9XM,FR,EU,Espring,,
B00TY1HA18,PL,EU,H&S,Tools & Home Improvement,Hardware
B016JQDRNU,NL,EU,H&S,Home & Kitchen,Kitchen & Dining
B017GLNHEG,IT,EU,H&S,Tools & Home Improvement,Hardware
B07T234J87,UK,UK,Espring,Baby Products,Baby Care
B074SXX9J9,FR,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B098XCZZ3Q,ES,EU,Espring,Home & Kitchen,Kitchen & Dining
B016C6FX9S,PL,EU,Espring,Home & Kitchen,Kitchen & Dining
B08ZD2MDVL,DE,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B0007QJ7ZG,DE,EU,Espring,,
B00DS67OY8,DE,EU,Espring,,
B01D04KTFI,DE,EU,Espring,Beauty & Personal Care,"Foot, Hand & Nail Care"
B07WHJ3D89,SE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B000KNHFJQ,DE,EU,Espring,,
B00GQ1297E,UK,UK,H&S,,
B08QYWF85N,PL,EU,Espring,,
B016AHAPJC,TR,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B073FP7B9N,NL,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B06X9VNN2P,BE,EU,Espring,Sports & Outdoors,Outdoor Recreation
B01K4R2FWY,NL,EU,Espring,Pet Supplies,Dogs
B072BCW5X6,FR,EU,Espring,Baby Products,Feeding
B07GTF236R,US,US,H&S,Sports & Outdoors,Exercise & Fitness
B017PTVHG4,UK,UK,H&S,,
B07PRQTQ8H,TR,EU,Espring,Home & Kitchen,Kitchen & Dining
B01MY6R11P,NON-AMAZON,EU,H&S,Beauty & Personal Care,"Foot, Hand & Nail Care"
B00NBCCR0A,PL,EU,H&S,Books,Calendars
B07CVHHMYQ,NON-AMAZON,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B0857JT2ZP,DE,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B016C6FX9S,IT,EU,Espring,Home & Kitchen,Kitchen & Dining
B01N7RK458,PL,EU,Espring,Beauty & Personal Care,"Foot, Hand & Nail Care"
B01K4GJEBA,UK,UK,Espring,,
B07GBK5SQL,CA,CA,H&S,Home & Kitchen,Storage & Organization
B016KSQ5F4,PL,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B00BVG3JMS,SE,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B01MY6R11P,PL,EU,H&S,Beauty & Personal Care,"Foot, Hand & Nail Care"
B073WBT4V7,DE,EU,Tritart,Beauty & Personal Care,Makeup
B01AAJWSH8,IT,EU,Espring,"Clothing, Shoes & Jewelry",Sport Specific Clothing
B0847TF6T1,SE,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01HFJEZ68,NON-AMAZON,EU,Espring,Home & Kitchen,Kitchen & Dining
B072HKHJJS,NL,EU,Tritart,Home & Kitchen,Seasonal Décor
B092PW7WF9,SE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01NATTRD3,ES,EU,H&S,Tools & Home Improvement,Kitchen & Bath Fixtures
B01HS5ASGK,SE,EU,H&S,Home & Kitchen,Kitchen & Dining
B01MSQQLCE,BE,EU,Espring,Office Products,Office & School Supplies
B017PTVFA2,UK,UK,H&S,,
B088MFTGV5,IT,EU,Espring,Home & Kitchen,Kitchen & Dining
B09LV9YJM9,BE,EU,Espring,,
B08ZCFXZ4H,IT,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B092D5D8T3,IT,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07X1YPMR2,NON-AMAZON,EU,Espring,"Clothing, Shoes & Jewelry",Men
B07V6LGWMZ,TR,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B0BQC3V71Q,DE,EU,Espring,,
B08X1SQWL4,ES,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01HXX8RVA,TR,EU,Espring,Office Products,Office & School Supplies
B092ZMDLMX,NL,EU,Espring,,
B072BCW5X6,NL,EU,Espring,Baby Products,Feeding
B07BMZGV4Z,NON-AMAZON,EU,H&S,Home & Kitchen,Kitchen & Dining
B07XYY42F4,NL,EU,Tritart,Beauty & Personal Care,Makeup
B07PPM6WDZ,UK,UK,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01HBA2IM4,NON-AMAZON,EU,Espring,"Clothing, Shoes & Jewelry",Men
B088MGYR8K,NON-AMAZON,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B00NBCCR0A,IT,EU,H&S,Books,Calendars
B01AAJOVH8,SE,EU,Espring,Baby Products,Nursery
sponsored_brands,IT,EU,Espring,,
B01N3SL15M,UK,UK,Espring,"Clothing, Shoes & Jewelry",Men
B07DZHXPL6,NL,EU,H&S,Electronics,Cell Phones & Accessories
B07LB1FXB4,PL,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B08Q42K5PK,IT,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07G57DPXZ,FR,EU,H&S,Tools & Home Improvement,Hardware
B06Y32377G,NL,EU,Espring,Beauty & Personal Care,Tools & Accessories
B07TTMNMLP,FR,EU,Espring,Sports & Outdoors,Exercise & Fitness
B08J45NYBM,SE,EU,Espring,"Clothing, Shoes & Jewelry",Women
B00C13AZEK,BE,EU,H&S,Sports & Outdoors,Outdoor Recreation
B01JRVJOH2,IT,EU,Espring,Home & Kitchen,Bedding
B08YK68R6M,SE,EU,Espring,Office Products,Office & School Supplies
B071G65DDK,SE,EU,Espring,Baby Products,Gifts
B00TY0BZ56,TR,EU,H&S,Sports & Outdoors,Outdoor Recreation
B086T37ZV1,IT,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B01HEXXYSK,FR,EU,Espring,,
B07GZ818S1,UK,UK,H&S,Industrial & Scientific,Food Service Equipment & Supplies
B09LVBHZKQ,IT,EU,Espring,,
B01IF2VW7O,IT,EU,Espring,Beauty & Personal Care,Makeup
B092D5D8T3,NL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07WHHH7CY,SE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07TN75FC1,DE,EU,H&S,"Clothing, Shoes & Jewelry",Novelty & More
B0727Q3H5D,SE,EU,Espring,Home & Kitchen,Kitchen & Dining
B016BMZBGI,UK,UK,H&S,,
B09Q39MJQT,FR,EU,Espring,,
B07JHNHW2K,UK,UK,H&S,Office Products,Office & School Supplies
B01M34F950,UK,UK,Espring,Industrial & Scientific,Occupational Health & Safety Products
B07KV8NYBN,NL,EU,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08BLS8RZ7,NL,EU,Espring,Beauty & Personal Care,Skin Care
B08LL4V6MD,SE,EU,Espring,Home & Kitchen,Bath
B07CHDHCMR,NL,EU,H&S,Industrial & Scientific,Abrasive & Finishing Products
B08Q46SPCB,PL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07WTXZ2JC,US,US,H&S,Office Products,Office & School Supplies
B01K0YPWEY,SE,EU,H&S,Tools & Home Improvement,Hardware
B07PPM6WDZ,SE,EU,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08Y5L4HV5,PL,EU,Espring,Tools & Home Improvement,Hardware
B07VCLGQWB,DE,EU,Espring,,
B06X9VNN2P,UK,UK,Espring,Sports & Outdoors,Outdoor Recreation
B01CGDQO3K,IT,EU,Espring,Tools & Home Improvement,Kitchen & Bath Fixtures
B01K1135UO,SE,EU,H&S,Tools & Home Improvement,Hardware
B015H6NFPS,NL,EU,Espring,Home & Kitchen,Bath
B08Q4784TR,NON-AMAZON,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B004J18S5K,DE,EU,Espring,,
B07FT9FHCR,FR,EU,Espring,Baby Products,Nursery
B09QCSBBJJ,NON-AMAZON,EU,Espring,,
B0876861N4,DE,EU,Espring,,
B073FNSXGX,ES,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B08F5C44LT,SE,EU,Espring,Sports & Outdoors,Outdoor Recreation
B01MQIXA4C,BE,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B0739F745J,UK,UK,H&S,"Clothing, Shoes & Jewelry",Women
B07DPRTTQ9,IT,EU,H&S,Industrial & Scientific,Food Service Equipment & Supplies
B01M2Y5TFQ,NL,EU,H&S,Home & Kitchen,Kitchen & Dining
B07XYY42F4,SE,EU,Tritart,Beauty & Personal Care,Makeup
B01HMJ2LQW,TR,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01N7RK458,DE,EU,Espring,Beauty & Personal Care,"Foot, Hand & Nail Care"
B01HXOSRYG,MX,MX,Espring,Pet Supplies,Dogs
B08Q46G2CG,IT,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08DD1R735,IT,EU,Tritart,Beauty & Personal Care,Makeup
B08Q346F19,SE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01MA1M403,IT,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B08CGYF2L5,FR,EU,Espring,Pet Supplies,Dogs
B07G57DPXZ,NL,EU,H&S,Tools & Home Improvement,Hardware
B09Q3BRSPV,ES,EU,Espring,,
B01KTURHRO,UK,UK,Espring,Pet Supplies,Dogs
B07GKV4789,FR,EU,H&S,Health & Household,Wellness & Relaxation
B016KSQ5F4,TR,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B07CNDR86T,NL,EU,H&S,Beauty & Personal Care,Hair Care
B017GLWKXK,FR,EU,H&S,Tools & Home Improvement,Hardware
B08X1SQWL4,PL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B017DJFUNC,FR,EU,Espring,Baby Products,Strollers & Accessories
B01DSCC1Y4,NON-AMAZON,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01HOA4J5K,MX,MX,Espring,Tools & Home Improvement,Hardware
B07VXN786X,UK,UK,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07D26LYLH,NON-AMAZON,EU,H&S,Toys & Games,Games & Accessories
B0002VE2TW,DE,EU,Espring,,
B000M730VM,DE,EU,Espring,,
B01L2BPBU4,NON-AMAZON,EU,Espring,Home & Kitchen,Kitchen & Dining
B07CVHHMYQ,DE,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01G488QPC,UK,UK,Espring,Office Products,Office & School Supplies
B0857K4ZDQ,IT,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01I1HQNFE,NON-AMAZON,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B01JXX9960,PL,EU,H&S,Tools & Home Improvement,Hardware
B09LV9YJM9,DE,EU,Espring,,
B01KZML92U,ES,EU,Espring,"Patio, Lawn & Garden",Outdoor Power Tools
B0872W1YTK,NL,EU,Espring,Pet Supplies,Dogs
B08F5C44LT,FR,EU,Espring,Sports & Outdoors,Outdoor Recreation
B0BMB57STM,DE,EU,Tritart,,
B09JNWYNHZ,UK,UK,Espring,,
B01IN2HDRO,IT,EU,Espring,Home & Kitchen,Kitchen & Dining
B07PNX2XJF,FR,EU,Tritart,Office Products,Office & School Supplies
B08D3GR1HZ,DE,EU,Espring,,
B00C1S9C4Y,UK,UK,H&S,Sports & Outdoors,Outdoor Recreation
B07GN1J9RV,DE,EU,H&S,Home & Kitchen,Kitchen & Dining
B07QVZWD4W,BE,EU,Espring,Home & Kitchen,Kitchen & Dining
B071KX221S,US,US,H&S,Home & Kitchen,Storage & Organization
B08Q42K5PK,ES,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08LPRLZLT,ES,EU,Espring,Tools & Home Improvement,Hardware
B073ZN6SH9,PL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07YZCZLW5,NL,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B07NTY3D93,BE,EU,Tritart,Office Products,Office & School Supplies
B08WWYSXLJ,SE,EU,Tritart,Office Products,Office & School Supplies
B07V4G6K18,FR,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B07KV8NYBN,FR,EU,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B071W1B6L3,DE,EU,Espring,Sports & Outdoors,Exercise & Fitness
B07B9DR5S7,NL,EU,Espring,Automotive,Interior Accessories
B09FLKHDTW,NON-AMAZON,EU,Espring,Home & Kitchen,Kitchen & Dining
B07QQVMXW5,IT,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B017PTVF84,UK,UK,H&S,,
B01IHT0V18,IT,EU,Espring,Home & Kitchen,Appliances & Accessories
B0BXXJSP7P,ES,EU,Espring,,
B08B3LLLBN,ES,EU,Espring,Home & Kitchen,Kitchen & Dining
B07QC7DM54,IT,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08ZXPXKWK,DE,EU,Espring,Pet Supplies,Dogs
B07PFJN22C,DE,EU,Espring,"Clothing, Shoes & Jewelry",Men
B093SYNCB3,NON-AMAZON,EU,Espring,Sports & Outdoors,Exercise & Fitness
B07VFJZJ4T,DE,EU,Espring,,
B01BV8CN04,FR,EU,Espring,,
B09LVF7X3D,UK,UK,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B07D3RXR76,DE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07DZHXPL6,NON-AMAZON,EU,H&S,Electronics,Cell Phones & Accessories
B074VWN2SN,BE,EU,H&S,Office Products,Office & School Supplies
B004AXCB46,DE,EU,Espring,,
B088MG23FH,ES,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B00C01Z4BC,DE,EU,H&S,Industrial & Scientific,Occupational Health & Safety Products
B01MXLKX0C,ES,EU,Espring,Automotive,Car Care
B07LB1FXB4,FR,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B088RGRS86,NON-AMAZON,EU,Espring,Tools & Home Improvement,Hardware
B07D26LYLH,IT,EU,H&S,Toys & Games,Games & Accessories
B07V3FWL34,NL,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B09Q3BRSPV,PL,EU,Espring,,
B00BVV98SC,UK,UK,H&S,,
B01G9KXXGM,UK,UK,H&S,Sports & Outdoors,Exercise & Fitness
B01GTCTE22,DE,EU,Tritart,,
B01KKAWI72,NON-AMAZON,EU,Espring,Beauty & Personal Care,Makeup
B07NTY3D93,SE,EU,Tritart,Office Products,Office & School Supplies
B01N1F59Q4,NL,EU,Espring,"Clothing, Shoes & Jewelry",Men
B0BS4BF9JZ,FR,EU,Espring,,
B0847SXNVQ,ES,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08ZXT53T4,DE,EU,Espring,Home & Kitchen,Kitchen & Dining
B01K1ZD6HC,UK,UK,Espring,Home & Kitchen,Bedding
B0C33K6YL5,UK,UK,H&S,,
B08CGYF2L5,NL,EU,Espring,Pet Supplies,Dogs
B01HGNRH9K,UK,UK,Espring,,
B08X1Q96MN,IT,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01JIVXOUO,US,US,Espring,Home & Kitchen,Kitchen & Dining
B01JLQKB5M,DE,EU,Espring,,
B07DW2WX4N,UK,UK,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07HMX7366,ES,EU,Espring,Beauty & Personal Care,Hair Care
B07V3TT7KZ,FR,EU,Tritart,,
B08D6GMSG1,UK,UK,Espring,Home & Kitchen,Bath
B08LL98VSZ,PL,EU,Espring,Home & Kitchen,Bath
B0876V6BPH,SE,EU,Espring,Sports & Outdoors,Outdoor Recreation
B01HMJ2LQW,UK,UK,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B015H6NFPS,DE,EU,Espring,Home & Kitchen,Bath
B01JOYJL8O,UK,UK,Espring,,
B07YSCWK2F,NL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B09M76QR53,UK,UK,Espring,Beauty & Personal Care,"Foot, Hand & Nail Care"
B07XYX7Y43,NON-AMAZON,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07X1YPMR2,TR,EU,Espring,"Clothing, Shoes & Jewelry",Men
B00TY1HA18,DE,EU,H&S,Tools & Home Improvement,Hardware
B01M2Z0O2H,IT,EU,H&S,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B088MG23FH,TR,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B08Y5L4HV5,TR,EU,Espring,Tools & Home Improvement,Hardware
B0186G6PWQ,UK,UK,H&S,,
B071LHTNJP,SE,EU,Espring,Home & Kitchen,Kitchen & Dining
B07ZQ286GX,NL,EU,Espring,,
B06XXCX7TD,FR,EU,Espring,Automotive,Baby Car Seats & Accessories
B07D3RXR76,UK,UK,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B09HQWMK95,SE,EU,Espring,,
B07PPM6WDZ,PL,EU,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B0788Z6RBV,MX,MX,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07DW4QJX7,ES,EU,H&S,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07QVZWD4W,PL,EU,Espring,Home & Kitchen,Kitchen & Dining
B09LVD6J4C,ES,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B072LXQPCH,NON-AMAZON,EU,H&S,Beauty & Personal Care,Hair Care
B01LWJRCVJ,BE,EU,Espring,Tools & Home Improvement,Hardware
B07T9JV9KP,ES,EU,Espring,Home & Kitchen,Kitchen & Dining
B01J7YPHCU,PL,EU,Espring,Home & Kitchen,Kitchen & Dining
B016AHAPJC,SE,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B00MYKRD5O,UK,UK,H&S,,
B092D4P7SL,PL,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B07VYRT4T5,FR,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01LXDUAVI,PL,EU,Espring,Home & Kitchen,Kitchen & Dining
B07DW7R9V8,US,US,H&S,Beauty & Personal Care,Bath & Body
B07MKD55QM,ES,EU,Tritart,,
B08DXK43Z1,DE,EU,Espring,,
B01J15JMIU,FR,EU,Espring,,
B01MCT751U,NL,EU,H&S,Office Products,Office & School Supplies
B072JVLVPM,UK,UK,H&S,Tools & Home Improvement,Hardware
B07VYSC1NR,ES,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B06ZZY8XZT,NON-AMAZON,EU,H&S,,
B07V3FZDD1,PL,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B07ZP7C22T,TR,EU,Espring,Office Products,Office & School Supplies
B07Z67GS2K,FR,EU,Espring,Home & Kitchen,Bedding
B016KSQ5F4,BE,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B019XTF03U,FR,EU,Espring,Baby Products,Activity & Entertainment
B07CVF841T,UK,UK,Espring,,
B09KY2K84L,UK,UK,Espring,,
B01E1NDEC2,DE,EU,Tritart,,
B088RHVC9K,NL,EU,Espring,Tools & Home Improvement,Hardware
B0BQ3X21WM,FR,EU,Espring,,
B071LJBPNT,ES,EU,H&S,Office Products,Office & School Supplies
B00414KXNU,PL,EU,Tritart,,
B09NDF889J,DE,EU,Espring,,
B07DPTK7FG,ES,EU,H&S,Office Products,Office & School Supplies
B0711HDC9L,PL,EU,Espring,Home & Kitchen,Kitchen & Dining
B07BMZGV4Z,ES,EU,H&S,Home & Kitchen,Kitchen & Dining
B01MFI35BI,IT,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B01NBU3MF6,ES,EU,Espring,"Clothing, Shoes & Jewelry",Women
B092D81YHT,FR,EU,Tritart,,
B073WBT4V7,PL,EU,Tritart,Beauty & Personal Care,Makeup
B08X1Q96MN,DE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07CVHHMYQ,ES,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07DZHXPL6,TR,EU,H&S,Electronics,Cell Phones & Accessories
B01NCB0U5K,SE,EU,Espring,Baby Products,Feeding
B01MXJK8J4,UK,UK,H&S,,
B09G6PXB64,NL,EU,Espring,Home & Kitchen,Cleaning Supplies
B0079V0F1C,DE,EU,Espring,,
B07T5DRC9R,NON-AMAZON,EU,Tritart,,
B08JCVX1WY,IT,EU,Espring,Home & Kitchen,Kitchen & Dining
B016AHAPJC,PL,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B07V2B55JH,IT,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B09WJ48CGV,UK,UK,Espring,,
B01K1135UO,FR,EU,H&S,Tools & Home Improvement,Hardware
sponsored_brands_video,IT,EU,Espring,,
B08B8GDLSH,ES,EU,Espring,Pet Supplies,Dogs
B08CGYF2L5,UK,UK,Espring,Pet Supplies,Dogs
B002CWMAPW,DE,EU,Espring,,
B07T5DRC9R,DE,EU,Tritart,,
B0876V6BPH,UK,UK,Espring,Sports & Outdoors,Outdoor Recreation
B01HXOSRYG,UK,UK,Espring,Pet Supplies,Dogs
B07RLJBB1N,ES,EU,H&S,Beauty & Personal Care,Hair Care
B00FHGCK32,FR,EU,H&S,Tools & Home Improvement,Hardware
B01NATTRD3,UK,UK,H&S,Tools & Home Improvement,Kitchen & Bath Fixtures
history,FR,EU,Espring,,
B017DJ31GK,NL,EU,Espring,Office Products,Office & School Supplies
B093SYNCB3,SE,EU,Espring,Sports & Outdoors,Exercise & Fitness
B07WK1M7Y8,UK,UK,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01K4R2FWY,BE,EU,Espring,Pet Supplies,Dogs
B07TTMNMLP,UK,UK,Espring,Sports & Outdoors,Exercise & Fitness
B09LVD47W6,PL,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B07V6LNFZQ,IT,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B01MZ9DWJO,UK,UK,H&S,,
B08Q449TCF,DE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08Q46SPCB,SE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B00CXQ9GQ8,DE,EU,Espring,,
B00XPW6VAI,DE,EU,Espring,,
B01D1IQC22,NON-AMAZON,EU,Espring,,
B00XPW6YGY,DE,EU,Espring,,
B07KY22CZG,DE,EU,Tritart,,
B01JRVJOH2,NON-AMAZON,EU,Espring,Home & Kitchen,Bedding
B01MY6R11P,ES,EU,H&S,Beauty & Personal Care,"Foot, Hand & Nail Care"
B09HQWG145,MX,MX,Espring,Tools & Home Improvement,Hardware
B07FT9FHCR,SE,EU,Espring,Baby Products,Nursery
B01M1DSZQ0,UK,UK,Espring,Beauty & Personal Care,"Foot, Hand & Nail Care"
B09BHPLJ35,SE,EU,Espring,Home & Kitchen,Kitchen & Dining
B01HXOSRYG,NON-AMAZON,EU,Espring,Pet Supplies,Dogs
B017RIZQXS,NON-AMAZON,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B08Q346F19,DE,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B0857JKTZL,FR,EU,Espring,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B09FLHCNMQ,NON-AMAZON,EU,Espring,Home & Kitchen,Kitchen & Dining
B07CKW6CLT,IT,EU,Espring,Health & Household,Sexual Wellness
B08ZD2MDVL,ES,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B016KSQ5F4,FR,EU,H&S,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B01GTCTE22,NON-AMAZON,EU,Tritart,,
B07V3FWL34,TR,EU,Espring,"Clothing, Shoes & Jewelry",Luggage & Travel Gear
B071Z9HGFK,DE,EU,Espring,Automotive,Interior Accessories
B01HGEILWQ,ES,EU,Espring,,
B086T3X98S,BE,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B073FNSXGX,UK,UK,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B01NCB0U5K,NL,EU,Espring,Baby Products,Feeding
B01N3SL15M,SE,EU,Espring,"Clothing, Shoes & Jewelry",Men
B09M75LJ7Z,IT,EU,Espring,Home & Kitchen,Kitchen & Dining
B01HTAJIX8,UK,UK,Espring,,
B07T83NWZ5,NL,EU,Espring,Tools & Home Improvement,Hardware
B074VWN2SN,UK,UK,H&S,Office Products,Office & School Supplies
B08Q3F1Z1N,NL,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B01N5EAVIA,TR,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B072Q35687,TR,EU,H&S,Home & Kitchen,Storage & Organization
B07LB1FXB4,IT,EU,Espring,Industrial & Scientific,Food Service Equipment & Supplies
B07VYSNNPT,TR,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07X3KHZFV,PL,EU,Espring,Sports & Outdoors,Sports & Fitness
B014UY7JZK,IT,EU,Espring,,
B092YSB3T2,ES,EU,Tritart,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies"
B07DW7R9V8,NON-AMAZON,EU,H&S,Beauty & Personal Care,Bath & Body
B01HFIONTS,NL,EU,Espring,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories"
B07D257GT9,SE,EU,H&S,Beauty & Personal Care,Hair Care
B01M03KWJD,SE,EU,Espring,,
B00C1SRLJC,UK,UK,H&S,,
B088RD4468,BE,EU,Espring,Sports & Outdoors,Exercise & Fitness
